lat,lon,pga_475_median,pga_475_84,pga_475_mean,pga_975_median,pga_975_84,pga_975_mean,pga_2475_median,pga_2475_84,pga_2475_mean
53.4,11.6,0,0,0,0,0.0138,0,0.0151,0.0355,0.0206
53.4,11.7,0,0,0,0,0.0138,0,0.0152,0.0355,0.021
53.4,11.8,0,0,0,0,0.0156,0,0.0159,0.0385,0.0219
53.4,11.9,0,0,0,0,0.0156,0,0.0162,0.0385,0.0226
53.4,12,0,0,0,0,0.0167,0,0.0172,0.0412,0.0237
53.4,12.1,0,0,0,0,0.0178,0.01,0.0183,0.0441,0.0251
53.4,12.2,0,0,0,0,0.0183,0.0103,0.0194,0.047,0.0259
53.4,12.3,0,0,0,0,0.0192,0.0107,0.0194,0.0503,0.027
53.4,12.4,0,0,0,0,0.0196,0.011,0.0203,0.0503,0.028
53.4,12.5,0,0.0102,0,0,0.021,0.0113,0.0208,0.0533,0.0291
53.4,12.6,0,0.0109,0,0,0.0226,0.0122,0.0225,0.0565,0.031
53.4,12.7,0,0.0117,0,0.0104,0.0242,0.0133,0.024,0.0603,0.0336
53.4,12.8,0,0.0125,0,0.0104,0.026,0.0138,0.0248,0.0641,0.0353
53.4,12.9,0,0.0134,0,0.0111,0.0278,0.0145,0.0255,0.0681,0.0374
53.4,13,0,0.0134,0,0.0114,0.0278,0.0149,0.0268,0.069,0.038
53.4,13.1,0,0.0142,0,0.0118,0.0285,0.0156,0.0271,0.069,0.0393
53.4,13.2,0,0.0148,0,0.0125,0.0302,0.0162,0.0289,0.0712,0.0406
53.4,13.3,0,0.0152,0,0.0129,0.0305,0.0167,0.0292,0.0735,0.0417
53.4,13.4,0,0.0162,0,0.0133,0.0326,0.0176,0.0301,0.0754,0.0436
53.4,13.5,0,0.0166,0,0.014,0.0343,0.0185,0.0313,0.0799,0.0462
53.4,13.6,0,0.0174,0,0.0142,0.0349,0.0191,0.0327,0.0799,0.0475
53.4,13.7,0,0.0182,0,0.0148,0.0371,0.0199,0.0332,0.0813,0.0492
53.4,13.8,0,0.0186,0.0102,0.0151,0.0373,0.0206,0.0347,0.0847,0.0508
53.4,13.9,0,0.0198,0.0106,0.016,0.0399,0.0214,0.037,0.0876,0.0526
53.4,14,0,0.0204,0.011,0.016,0.0424,0.0222,0.037,0.0905,0.0545
53.4,14.1,0,0.0212,0.0114,0.0171,0.0439,0.0232,0.0393,0.0952,0.0567
53.4,14.2,0,0.0219,0.0117,0.0182,0.0454,0.0241,0.0418,0.1005,0.059
53.4,14.3,0,0.0235,0.0124,0.0186,0.0487,0.0256,0.0443,0.1053,0.062
53.4,14.4,0.0101,0.0245,0.0128,0.0198,0.0519,0.0267,0.0472,0.1103,0.0649
53.4,14.5,0.0101,0.0259,0.0133,0.0201,0.0546,0.0281,0.0488,0.1111,0.0681
53.4,14.6,0.0108,0.0269,0.0139,0.0211,0.0563,0.0296,0.0503,0.1167,0.0716
53.5,6.8,0,0,0,0,0.0138,0,0.0192,0.0355,0.0218
53.5,6.9,0,0,0,0,0.0138,0,0.0184,0.0355,0.0212
53.5,7,0,0,0,0,0.0129,0,0.018,0.0331,0.0201
53.5,7.1,0,0,0,0,0.0121,0,0.018,0.0325,0.0197
53.5,7.2,0,0,0,0,0.0121,0,0.0169,0.0325,0.019
53.5,7.3,0,0,0,0,0.0113,0,0.0161,0.0302,0.0186
53.5,7.4,0,0,0,0,0.012,0,0.0161,0.0309,0.0186
53.5,7.5,0,0,0,0,0.012,0,0.0161,0.0309,0.0185
53.5,7.6,0,0,0,0,0.012,0,0.0161,0.0309,0.0185
53.5,7.7,0,0,0,0,0.012,0,0.0161,0.0309,0.0186
53.5,7.8,0,0,0,0,0.012,0,0.0161,0.0309,0.0184
53.5,7.9,0,0,0,0,0.012,0,0.0161,0.0309,0.0184
53.5,8,0,0,0,0,0.012,0,0.0153,0.0309,0.0184
53.5,8.1,0,0,0,0,0.0121,0,0.0161,0.0317,0.0186
53.5,8.2,0,0,0,0,0.012,0,0.0157,0.0309,0.0184
53.5,8.3,0,0,0,0,0.012,0,0.0153,0.0309,0.0184
53.5,8.4,0,0,0,0,0.0121,0,0.0151,0.0317,0.0184
53.5,8.5,0,0,0,0,0.012,0,0.0158,0.0309,0.0185
53.5,8.6,0,0,0,0,0.0128,0,0.0154,0.0315,0.0186
53.5,8.7,0,0,0,0,0.0128,0,0.0158,0.0315,0.0186
53.5,8.8,0,0,0,0,0.0128,0,0.0151,0.0315,0.0184
53.5,8.9,0,0,0,0,0.0128,0,0.0148,0.0315,0.0182
53.5,9,0,0,0,0,0.012,0,0.0148,0.0309,0.0181
53.5,9.1,0,0,0,0,0.012,0,0.0155,0.0309,0.0181
53.5,9.2,0,0,0,0,0.012,0,0.0148,0.0309,0.018
53.5,9.3,0,0,0,0,0.0124,0,0.0148,0.0312,0.0181
53.5,9.4,0,0,0,0,0.0127,0,0.0146,0.0308,0.0178
53.5,9.5,0,0,0,0,0.0119,0,0.0143,0.0295,0.0175
53.5,9.6,0,0,0,0,0.0123,0,0.0144,0.0298,0.0174
53.5,9.7,0,0,0,0,0.0123,0,0.0144,0.0298,0.0175
53.5,9.8,0,0,0,0,0.0126,0,0.0144,0.0301,0.0174
53.5,9.9,0,0,0,0,0.0125,0,0.0142,0.0289,0.0173
53.5,10,0,0,0,0,0.0118,0,0.0136,0.0282,0.017
53.5,10.1,0,0,0,0,0.0122,0,0.0136,0.0285,0.0171
53.5,10.2,0,0,0,0,0.0118,0,0.0134,0.0282,0.0168
53.5,10.3,0,0,0,0,0.0118,0,0.0128,0.0282,0.0166
53.5,10.4,0,0,0,0,0.0118,0,0.0128,0.0282,0.0165
53.5,10.5,0,0,0,0,0.0118,0,0.0127,0.0282,0.0166
53.5,10.6,0,0,0,0,0.0118,0,0.0127,0.0282,0.0169
53.5,10.7,0,0,0,0,0.0118,0,0.0127,0.0282,0.0169
53.5,10.8,0,0,0,0,0.0119,0,0.0127,0.0288,0.017
53.5,10.9,0,0,0,0,0.0119,0,0.0127,0.0295,0.0171
53.5,11,0,0,0,0,0.0119,0,0.0128,0.0295,0.0173
53.5,11.1,0,0,0,0,0.0119,0,0.0128,0.0295,0.0173
53.5,11.2,0,0,0,0,0.0127,0,0.0134,0.0308,0.0177
53.5,11.3,0,0,0,0,0.0128,0,0.0134,0.0315,0.0181
53.5,11.4,0,0,0,0,0.0133,0,0.0142,0.0334,0.0189
53.5,11.5,0,0,0,0,0.0136,0,0.0151,0.0337,0.0199
53.5,11.6,0,0,0,0,0.0141,0,0.0151,0.0349,0.0202
53.5,11.7,0,0,0,0,0.0146,0,0.0153,0.036,0.0207
53.5,11.8,0,0,0,0,0.0148,0,0.0159,0.0381,0.0214
53.5,11.9,0,0,0,0,0.0158,0,0.0169,0.0397,0.0227
53.5,12,0,0,0,0,0.0167,0,0.0172,0.0412,0.0235
53.5,12.1,0,0,0,0,0.0186,0.0103,0.0189,0.0443,0.0251
53.5,12.2,0,0,0,0,0.0191,0.0105,0.0194,0.0471,0.0259
53.5,12.3,0,0,0,0,0.0193,0.0109,0.0199,0.0487,0.027
53.5,12.4,0,0,0,0,0.0196,0.0112,0.0209,0.0503,0.0282
53.5,12.5,0,0.0108,0,0,0.0218,0.0122,0.0225,0.0533,0.0303
53.5,12.6,0,0.0109,0,0.0101,0.0226,0.0126,0.0229,0.0565,0.0316
53.5,12.7,0,0.0117,0,0.0104,0.0242,0.0135,0.024,0.0599,0.034
53.5,12.8,0,0.0125,0,0.0111,0.026,0.0142,0.0255,0.0641,0.0358
53.5,12.9,0,0.0134,0,0.0111,0.0278,0.0148,0.0265,0.069,0.0377
53.5,13,0,0.0138,0,0.0118,0.0282,0.0154,0.0271,0.069,0.0392
53.5,13.1,0,0.0144,0,0.0125,0.0299,0.0161,0.0289,0.0723,0.0405
53.5,13.2,0,0.0152,0,0.0132,0.0305,0.0168,0.0294,0.0735,0.042
53.5,13.3,0,0.0162,0,0.0133,0.0326,0.0177,0.0307,0.0754,0.0439
53.5,13.4,0,0.0164,0,0.0142,0.0335,0.0184,0.0327,0.0791,0.0456
53.5,13.5,0,0.0174,0,0.0148,0.0349,0.0193,0.0332,0.0799,0.048
53.5,13.6,0,0.0178,0,0.0151,0.0368,0.02,0.0347,0.0847,0.0501
53.5,13.7,0,0.0191,0.0102,0.0153,0.0395,0.0208,0.0365,0.0876,0.0519
53.5,13.8,0,0.0191,0.0105,0.016,0.0395,0.0215,0.037,0.0897,0.0538
53.5,13.9,0,0.0204,0.0109,0.0163,0.0424,0.0224,0.0389,0.095,0.0559
53.5,14,0,0.0211,0.0113,0.0174,0.0452,0.0235,0.0415,0.1005,0.0584
53.5,14.1,0,0.0227,0.012,0.0186,0.0487,0.025,0.0443,0.103,0.0615
53.5,14.2,0,0.0245,0.0125,0.0195,0.0518,0.0263,0.0472,0.108,0.0647
53.5,14.3,0.0101,0.0255,0.0131,0.0204,0.0547,0.0279,0.0503,0.1133,0.0683
53.5,14.4,0.0109,0.0275,0.0138,0.0218,0.0582,0.0297,0.053,0.121,0.0724
53.5,14.5,0.0109,0.0294,0.0142,0.0226,0.0617,0.0312,0.056,0.1277,0.0764
53.6,6.9,0,0,0,0,0.0113,0,0.0161,0.0302,0.0182
53.6,7,0,0,0,0,0.0113,0,0.0161,0.0302,0.0182
53.6,7.1,0,0,0,0,0.0113,0,0.0161,0.0302,0.0183
53.6,7.2,0,0,0,0,0.0113,0,0.0161,0.0302,0.0182
53.6,7.3,0,0,0,0,0.0113,0,0.0161,0.0302,0.0181
53.6,7.4,0,0,0,0,0.0113,0,0.0153,0.0302,0.0176
53.6,7.5,0,0,0,0,0.0113,0,0.0153,0.0302,0.0178
53.6,7.6,0,0,0,0,0.0113,0,0.0152,0.0302,0.0179
53.6,7.7,0,0,0,0,0.0113,0,0.0152,0.0302,0.0179
53.6,7.8,0,0,0,0,0.0113,0,0.0151,0.0302,0.0175
53.6,7.9,0,0,0,0,0.0113,0,0.0151,0.0302,0.0177
53.6,8,0,0,0,0,0.0113,0,0.0151,0.0302,0.0177
53.6,8.1,0,0,0,0,0.0113,0,0.0151,0.0302,0.0177
53.6,8.2,0,0,0,0,0.0113,0,0.0151,0.0302,0.0175
53.6,8.3,0,0,0,0,0.0116,0,0.0151,0.0306,0.0178
53.6,8.4,0,0,0,0,0.012,0,0.0151,0.0309,0.0178
53.6,8.5,0,0,0,0,0.012,0,0.0151,0.0309,0.0177
53.6,8.6,0,0,0,0,0.0116,0,0.0148,0.0306,0.0175
53.6,8.7,0,0,0,0,0.012,0,0.0148,0.0309,0.0179
53.6,8.8,0,0,0,0,0.012,0,0.0148,0.0309,0.0179
53.6,8.9,0,0,0,0,0.012,0,0.0148,0.0309,0.018
53.6,9,0,0,0,0,0.012,0,0.0148,0.0309,0.0177
53.6,9.1,0,0,0,0,0.012,0,0.0148,0.0309,0.0176
53.6,9.2,0,0,0,0,0.012,0,0.0147,0.0309,0.0175
53.6,9.3,0,0,0,0,0.012,0,0.0146,0.0309,0.0175
53.6,9.4,0,0,0,0,0.0119,0,0.0139,0.0295,0.0173
53.6,9.5,0,0,0,0,0.0119,0,0.0139,0.0295,0.0172
53.6,9.6,0,0,0,0,0.0119,0,0.0138,0.0295,0.0171
53.6,9.7,0,0,0,0,0.0119,0,0.0137,0.0295,0.0172
53.6,9.8,0,0,0,0,0.0119,0,0.0137,0.0288,0.017
53.6,9.9,0,0,0,0,0.0118,0,0.0137,0.0282,0.0166
53.6,10,0,0,0,0,0.0118,0,0.0136,0.0282,0.0165
53.6,10.1,0,0,0,0,0.0118,0,0.0129,0.0282,0.0163
53.6,10.2,0,0,0,0,0.0115,0,0.0129,0.0279,0.0163
53.6,10.3,0,0,0,0,0.0122,0,0.0128,0.0285,0.0169
53.6,10.4,0,0,0,0,0.0118,0,0.0128,0.0282,0.0166
53.6,10.5,0,0,0,0,0.0118,0,0.0128,0.0282,0.0165
53.6,10.6,0,0,0,0,0.0125,0,0.0128,0.0289,0.017
53.6,10.7,0,0,0,0,0.0126,0,0.0128,0.0301,0.0171
53.6,10.8,0,0,0,0,0.0119,0,0.0128,0.0295,0.017
53.6,10.9,0,0,0,0,0.0126,0,0.0128,0.0301,0.0172
53.6,11,0,0,0,0,0.0126,0,0.0128,0.0301,0.0174
53.6,11.1,0,0,0,0,0.0128,0,0.0134,0.0315,0.0176
53.6,11.2,0,0,0,0,0.0128,0,0.0134,0.0315,0.018
53.6,11.3,0,0,0,0,0.0135,0,0.0139,0.0321,0.0184
53.6,11.4,0,0,0,0,0.0144,0,0.0148,0.0342,0.0195
53.6,11.5,0,0,0,0,0.0144,0,0.0151,0.0342,0.0199
53.6,11.6,0,0,0,0,0.0146,0,0.0157,0.036,0.0204
53.6,11.7,0,0,0,0,0.0153,0,0.0159,0.0365,0.0208
53.6,11.8,0,0,0,0,0.0156,0,0.0159,0.0385,0.0214
53.6,11.9,0,0,0,0,0.0163,0,0.0169,0.039,0.0227
53.6,12,0,0,0,0,0.0186,0.0102,0.0189,0.0443,0.0245
53.6,12.1,0,0,0,0,0.0186,0.0105,0.019,0.0443,0.0254
53.6,12.2,0,0,0,0,0.0191,0.0108,0.0197,0.0471,0.0262
53.6,12.3,0,0.0101,0,0,0.0201,0.0112,0.0206,0.0488,0.0274
53.6,12.4,0,0.0101,0,0,0.0204,0.0115,0.0212,0.0503,0.0285
53.6,12.5,0,0.0109,0,0,0.0218,0.0122,0.0225,0.0533,0.0304
53.6,12.6,0,0.0116,0,0.0104,0.0233,0.0133,0.024,0.0565,0.0327
53.6,12.7,0,0.0124,0,0.0111,0.0249,0.0138,0.0255,0.0603,0.0347
53.6,12.8,0,0.0125,0,0.0111,0.026,0.0145,0.0265,0.0641,0.0364
53.6,12.9,0,0.0134,0,0.0118,0.0278,0.0151,0.0282,0.069,0.0382
53.6,13,0,0.0144,0,0.0125,0.0299,0.0158,0.0289,0.0735,0.0405
53.6,13.1,0,0.0147,0,0.0126,0.0314,0.0166,0.0301,0.0754,0.042
53.6,13.2,0,0.0155,0,0.0133,0.032,0.0177,0.0307,0.0754,0.0442
53.6,13.3,0,0.0166,0,0.0142,0.0343,0.0183,0.0327,0.0799,0.0458
53.6,13.4,0,0.0166,0,0.0143,0.0343,0.019,0.0334,0.0816,0.0477
53.6,13.5,0,0.0178,0,0.0151,0.0368,0.0201,0.0347,0.0847,0.0505
53.6,13.6,0,0.0191,0.0103,0.016,0.0395,0.0212,0.037,0.0897,0.0531
53.6,13.7,0,0.0196,0.0106,0.0163,0.0421,0.0219,0.0389,0.0905,0.0551
53.6,13.8,0,0.0204,0.011,0.0174,0.0424,0.0229,0.0415,0.095,0.0576
53.6,13.9,0,0.0211,0.0115,0.0178,0.0452,0.0242,0.0441,0.1006,0.0606
53.6,14,0,0.0227,0.0119,0.0191,0.0487,0.0254,0.0471,0.1057,0.0637
53.6,14.1,0.0101,0.0236,0.0126,0.0204,0.0519,0.027,0.0503,0.1111,0.0674
53.6,14.2,0.0102,0.0255,0.0134,0.021,0.0549,0.0289,0.0531,0.1174,0.0714
53.6,14.3,0.0109,0.0275,0.0138,0.0226,0.0582,0.0303,0.056,0.1226,0.0746
53.6,14.4,0.0109,0.029,0.0144,0.0234,0.0622,0.0321,0.059,0.1334,0.0793
53.6,14.5,0.0117,0.0298,0.0149,0.0247,0.0649,0.0337,0.0611,0.1405,0.0837
53.7,6.9,0,0,0,0,0.0113,0,0.0161,0.0302,0.0183
53.7,7,0,0,0,0,0.0113,0,0.0153,0.0302,0.0178
53.7,7.1,0,0,0,0,0.0113,0,0.0151,0.0302,0.0177
53.7,7.2,0,0,0,0,0.0113,0,0.0151,0.0302,0.0177
53.7,7.3,0,0,0,0,0.0113,0,0.0151,0.0302,0.0176
53.7,7.4,0,0,0,0,0.0113,0,0.0151,0.0302,0.0177
53.7,7.5,0,0,0,0,0.0112,0,0.0143,0.0295,0.0172
53.7,7.6,0,0,0,0,0.0113,0,0.0151,0.0302,0.0173
53.7,7.7,0,0,0,0,0.0113,0,0.0151,0.0302,0.0174
53.7,7.8,0,0,0,0,0.0113,0,0.0151,0.0302,0.0174
53.7,7.9,0,0,0,0,0.0113,0,0.0143,0.0302,0.0172
53.7,8,0,0,0,0,0.0113,0,0.0143,0.0302,0.0173
53.7,8.1,0,0,0,0,0.0113,0,0.0151,0.0302,0.0175
53.7,8.2,0,0,0,0,0.0113,0,0.0151,0.0302,0.0175
53.7,8.3,0,0,0,0,0.0113,0,0.0149,0.0302,0.0173
53.7,8.4,0,0,0,0,0.0113,0,0.0143,0.0302,0.0172
53.7,8.5,0,0,0,0,0.0113,0,0.0141,0.0302,0.0171
53.7,8.6,0,0,0,0,0.0112,0,0.0141,0.0295,0.0173
53.7,8.7,0,0,0,0,0.012,0,0.0141,0.0302,0.0173
53.7,8.8,0,0,0,0,0.012,0,0.0148,0.0309,0.0177
53.7,8.9,0,0,0,0,0.012,0,0.0141,0.0309,0.0175
53.7,9,0,0,0,0,0.012,0,0.0141,0.0302,0.0174
53.7,9.1,0,0,0,0,0.0112,0,0.0139,0.0288,0.017
53.7,9.2,0,0,0,0,0.0112,0,0.0139,0.0288,0.017
53.7,9.3,0,0,0,0,0.0112,0,0.0139,0.0288,0.0171
53.7,9.4,0,0,0,0,0.0119,0,0.0139,0.0295,0.0172
53.7,9.5,0,0,0,0,0.0116,0,0.0135,0.0291,0.017
53.7,9.6,0,0,0,0,0.0112,0,0.0132,0.0288,0.0168
53.7,9.7,0,0,0,0,0.0112,0,0.013,0.0288,0.0168
53.7,9.8,0,0,0,0,0.0112,0,0.013,0.0282,0.0167
53.7,9.9,0,0,0,0,0.0112,0,0.013,0.0282,0.0167
53.7,10,0,0,0,0,0.0112,0,0.0129,0.0276,0.0167
53.7,10.1,0,0,0,0,0.0119,0,0.0129,0.0288,0.0167
53.7,10.2,0,0,0,0,0.0119,0,0.0129,0.0288,0.0166
53.7,10.3,0,0,0,0,0.0115,0,0.0128,0.0279,0.0164
53.7,10.4,0,0,0,0,0.0118,0,0.0122,0.0282,0.0163
53.7,10.5,0,0,0,0,0.0118,0,0.0121,0.0282,0.0163
53.7,10.6,0,0,0,0,0.0119,0,0.0128,0.0295,0.017
53.7,10.7,0,0,0,0,0.0119,0,0.0128,0.0295,0.0169
53.7,10.8,0,0,0,0,0.0126,0,0.0129,0.0301,0.0171
53.7,10.9,0,0,0,0,0.0128,0,0.0129,0.0315,0.0174
53.7,11,0,0,0,0,0.0128,0,0.0132,0.0315,0.0176
53.7,11.1,0,0,0,0,0.0128,0,0.0136,0.0315,0.0176
53.7,11.2,0,0,0,0,0.0128,0,0.0136,0.0315,0.0178
53.7,11.3,0,0,0,0,0.0136,0,0.0142,0.0329,0.0184
53.7,11.4,0,0,0,0,0.0144,0,0.0151,0.0342,0.0198
53.7,11.5,0,0,0,0,0.0153,0,0.0157,0.0365,0.0201
53.7,11.6,0,0,0,0,0.0153,0,0.0158,0.0365,0.0206
53.7,11.7,0,0,0,0,0.0155,0,0.0159,0.0375,0.0211
53.7,11.8,0,0,0,0,0.0163,0,0.0169,0.0389,0.022
53.7,11.9,0,0,0,0,0.0167,0,0.0179,0.0412,0.023
53.7,12,0,0,0,0,0.0186,0.0105,0.0189,0.0443,0.025
53.7,12.1,0,0,0,0,0.0186,0.0109,0.0201,0.0443,0.0261
53.7,12.2,0,0.0101,0,0,0.0198,0.0112,0.0206,0.0472,0.0271
53.7,12.3,0,0.0102,0,0,0.0204,0.0116,0.0215,0.0503,0.0282
53.7,12.4,0,0.0109,0,0.0104,0.0218,0.0123,0.0232,0.0532,0.0301
53.7,12.5,0,0.0116,0,0.0104,0.0233,0.0128,0.024,0.0562,0.0316
53.7,12.6,0,0.0124,0,0.0111,0.0249,0.0138,0.0255,0.0599,0.0339
53.7,12.7,0,0.0129,0,0.0118,0.0263,0.0144,0.0271,0.0634,0.0361
53.7,12.8,0,0.0134,0,0.0118,0.0278,0.0151,0.0282,0.0672,0.0378
53.7,12.9,0,0.0136,0,0.0125,0.0292,0.0156,0.0289,0.0712,0.0395
53.7,13,0,0.0147,0,0.0133,0.0314,0.0166,0.0307,0.0754,0.0421
53.7,13.1,0,0.0155,0,0.0135,0.032,0.0174,0.0321,0.0783,0.0443
53.7,13.2,0,0.0166,0,0.0142,0.0343,0.0183,0.0327,0.0799,0.0463
53.7,13.3,0,0.0166,0,0.0151,0.0343,0.0189,0.0347,0.0834,0.0479
53.7,13.4,0,0.0178,0,0.0153,0.0368,0.0198,0.0365,0.0847,0.0501
53.7,13.5,0,0.0191,0.0101,0.0162,0.0395,0.0209,0.0379,0.0897,0.0526
53.7,13.6,0,0.0196,0.0106,0.0163,0.0421,0.022,0.0389,0.095,0.0553
53.7,13.7,0,0.0211,0.011,0.0174,0.0452,0.0231,0.0415,0.1006,0.0584
53.7,13.8,0,0.0223,0.0117,0.0186,0.047,0.0246,0.0443,0.1032,0.0614
53.7,13.9,0,0.0227,0.0121,0.0191,0.0487,0.0258,0.0471,0.1061,0.0645
53.7,14,0.0101,0.0236,0.0125,0.0204,0.0519,0.027,0.0503,0.1115,0.0676
53.7,14.1,0.0102,0.0255,0.013,0.021,0.0549,0.0284,0.0531,0.1174,0.0713
53.7,14.2,0.0109,0.0267,0.0137,0.0226,0.0582,0.0304,0.0565,0.1246,0.0762
53.7,14.3,0.0109,0.029,0.0143,0.0234,0.0629,0.0322,0.0599,0.1354,0.0814
53.7,14.4,0.0118,0.0307,0.0149,0.0252,0.067,0.0343,0.0648,0.1462,0.0882
53.8,7,0,0,0,0,0.012,0,0.0151,0.0309,0.0183
53.8,7.1,0,0,0,0,0.0113,0,0.0151,0.0302,0.0173
53.8,7.2,0,0,0,0,0.0113,0,0.0151,0.0302,0.0174
53.8,7.3,0,0,0,0,0.0113,0,0.0151,0.0302,0.0174
53.8,7.4,0,0,0,0,0.0113,0,0.0151,0.0302,0.0175
53.8,7.5,0,0,0,0,0.0105,0,0.0143,0.0288,0.0169
53.8,7.6,0,0,0,0,0.0113,0,0.0143,0.0302,0.017
53.8,7.7,0,0,0,0,0.0113,0,0.0143,0.0302,0.017
53.8,7.8,0,0,0,0,0.0113,0,0.0143,0.0302,0.0171
53.8,7.9,0,0,0,0,0.0105,0,0.0143,0.0288,0.0167
53.8,8,0,0,0,0,0.0112,0,0.0141,0.0295,0.017
53.8,8.1,0,0,0,0,0.0113,0,0.0141,0.0302,0.017
53.8,8.2,0,0,0,0,0.0113,0,0.0141,0.0302,0.017
53.8,8.3,0,0,0,0,0.0105,0,0.0141,0.0281,0.0167
53.8,8.4,0,0,0,0,0.0112,0,0.0141,0.0288,0.0169
53.8,8.5,0,0,0,0,0.0112,0,0.0141,0.0288,0.0169
53.8,8.6,0,0,0,0,0.0112,0,0.0141,0.0288,0.0169
53.8,8.7,0,0,0,0,0.0112,0,0.0141,0.0288,0.0169
53.8,8.8,0,0,0,0,0.0112,0,0.0141,0.0288,0.0168
53.8,8.9,0,0,0,0,0.012,0,0.0141,0.0309,0.0175
53.8,9,0,0,0,0,0.012,0,0.0145,0.0309,0.0175
53.8,9.1,0,0,0,0,0.0116,0,0.0141,0.0306,0.0175
53.8,9.2,0,0,0,0,0.0113,0,0.0139,0.0302,0.0173
53.8,9.3,0,0,0,0,0.0112,0,0.0139,0.0288,0.0171
53.8,9.4,0,0,0,0,0.0112,0,0.0132,0.0288,0.017
53.8,9.5,0,0,0,0,0.0112,0,0.0132,0.0288,0.0171
53.8,9.6,0,0,0,0,0.0112,0,0.0132,0.0288,0.0169
53.8,9.7,0,0,0,0,0.0105,0,0.0127,0.0281,0.0164
53.8,9.8,0,0,0,0,0.0108,0,0.013,0.0285,0.0164
53.8,9.9,0,0,0,0,0.0108,0,0.013,0.0285,0.0164
53.8,10,0,0,0,0,0.0112,0,0.013,0.0282,0.0167
53.8,10.1,0,0,0,0,0.0112,0,0.0129,0.0288,0.0166
53.8,10.2,0,0,0,0,0.0112,0,0.0129,0.0288,0.0166
53.8,10.3,0,0,0,0,0.0119,0,0.0122,0.0295,0.0168
53.8,10.4,0,0,0,0,0.0119,0,0.0122,0.0295,0.0168
53.8,10.5,0,0,0,0,0.0119,0,0.0122,0.0295,0.017
53.8,10.6,0,0,0,0,0.0126,0,0.0129,0.0301,0.0176
53.8,10.7,0,0,0,0,0.0126,0,0.0129,0.0301,0.0175
53.8,10.8,0,0,0,0,0.0128,0,0.0129,0.0315,0.0176
53.8,10.9,0,0,0,0,0.0128,0,0.0129,0.0315,0.0178
53.8,11,0,0,0,0,0.0131,0,0.0136,0.0318,0.0181
53.8,11.1,0,0,0,0,0.0136,0,0.0136,0.0329,0.0183
53.8,11.2,0,0,0,0,0.0136,0,0.0136,0.0337,0.0186
53.8,11.3,0,0,0,0,0.014,0,0.0144,0.034,0.0191
53.8,11.4,0,0,0,0,0.0153,0,0.0157,0.0365,0.0204
53.8,11.5,0,0,0,0,0.0153,0,0.0159,0.0365,0.0208
53.8,11.6,0,0,0,0,0.0156,0,0.0166,0.0385,0.0213
53.8,11.7,0,0,0,0,0.0163,0,0.0169,0.0389,0.022
53.8,11.8,0,0,0,0,0.0167,0,0.0175,0.0412,0.023
53.8,11.9,0,0,0,0,0.0171,0,0.0179,0.0414,0.0236
53.8,12,0,0,0,0,0.0186,0.0108,0.0196,0.0443,0.0256
53.8,12.1,0,0.0101,0,0,0.0198,0.0111,0.0201,0.0472,0.0265
53.8,12.2,0,0.0102,0,0,0.0204,0.0115,0.0213,0.0503,0.0278
53.8,12.3,0,0.0109,0,0,0.0218,0.0121,0.0219,0.0531,0.0294
53.8,12.4,0,0.0116,0,0.0104,0.0233,0.0128,0.0232,0.056,0.0312
53.8,12.5,0,0.0116,0,0.011,0.0238,0.0133,0.0246,0.0578,0.0326
53.8,12.6,0,0.0124,0,0.0117,0.025,0.0142,0.0266,0.0599,0.0348
53.8,12.7,0,0.0133,0,0.0125,0.0267,0.0151,0.0289,0.0648,0.0373
53.8,12.8,0,0.0142,0,0.0125,0.0285,0.0157,0.0289,0.0672,0.0389
53.8,12.9,0,0.0144,0,0.0126,0.0299,0.0161,0.0301,0.0712,0.0402
53.8,13,0,0.0153,0,0.0135,0.0312,0.0169,0.0321,0.0745,0.0425
53.8,13.1,0,0.0164,0,0.0144,0.0335,0.0178,0.0342,0.0791,0.0455
53.8,13.2,0,0.0166,0,0.0151,0.0343,0.0187,0.0347,0.0816,0.0472
53.8,13.3,0,0.0174,0,0.0153,0.0366,0.0194,0.0365,0.0847,0.0492
53.8,13.4,0,0.0178,0,0.016,0.0368,0.0201,0.037,0.0866,0.0512
53.8,13.5,0,0.0191,0.0102,0.0163,0.0395,0.0213,0.0389,0.0897,0.054
53.8,13.6,0,0.0204,0.011,0.0174,0.0424,0.0229,0.0415,0.095,0.0576
53.8,13.7,0,0.0211,0.0116,0.0186,0.0452,0.0245,0.0443,0.1055,0.0615
53.8,13.8,0,0.0227,0.0122,0.0196,0.0487,0.0261,0.0503,0.1087,0.0654
53.8,13.9,0.0101,0.0236,0.0125,0.0207,0.0519,0.0271,0.0517,0.112,0.0681
53.8,14,0.0102,0.0255,0.0129,0.021,0.0549,0.0284,0.0533,0.1181,0.0722
53.8,14.1,0.0105,0.0267,0.0133,0.0222,0.059,0.03,0.0571,0.1314,0.0774
53.8,14.2,0.011,0.029,0.014,0.0239,0.0629,0.032,0.0622,0.1424,0.0832
53.8,14.3,0.0114,0.0307,0.0147,0.0259,0.067,0.0343,0.0681,0.1509,0.0899
53.8,14.4,0.012,0.0326,0.0154,0.0276,0.0739,0.037,0.0735,0.1693,0.0989
53.9,7,0,0,0,0,0.012,0,0.0152,0.0309,0.0182
53.9,7.1,0,0,0,0,0.012,0,0.0151,0.0309,0.0182
